read from src/date/pacienti.csv,4 6 2020 14:00
read from src/date/pacienti.csv,4 6 2020 14:00
read from src/date/programari.csv,4 6 2020 14:00
read from src/date/programari.csv,4 6 2020 14:00
read from src/date/programari.csv,4 6 2020 14:00
read from src/date/programari.csv,4 6 2020 14:00
write in src/date/out.csv,4 6 2020 14:00
write in src/date/out.csv,4 6 2020 14:00
read from src/date/pacienti.csv,4 6 2020 14:32
read from src/date/pacienti.csv,4 6 2020 14:32
read from src/date/programari.csv,4 6 2020 14:32
read from src/date/programari.csv,4 6 2020 14:32
read from src/date/programari.csv,4 6 2020 14:32
read from src/date/programari.csv,4 6 2020 14:32
write in src/date/out.csv,4 6 2020 14:32
write in src/date/out.csv,4 6 2020 14:32
read from src/date/pacienti.csv,4 6 2020 14:33
read from src/date/pacienti.csv,4 6 2020 14:33
read from src/date/programari.csv,4 6 2020 14:33
read from src/date/programari.csv,4 6 2020 14:33
read from src/date/programari.csv,4 6 2020 14:33
read from src/date/programari.csv,4 6 2020 14:33
write in src/date/out.csv,4 6 2020 14:33
write in src/date/out.csv,4 6 2020 14:33
